qualtrics_code,Age,gender,education,familiarity,interest_behavior,composite_score,aias_score,big5_extraversion,big5_openness,big5_agreeableness,big5_conscientiousness,big5_emotional_stability,gullibility_score,paranormal_score,prophecy_source,prophecy_group,subscale,subscale_score
105688,18.964285714285700,Female,Some college,-0.8949579831932770,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,AI,Negative,Validity,1.5
105688,18.964285714285700,Female,Some college,-0.8949579831932770,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,AI,Negative,Usefulness,1.5
105688,18.964285714285700,Female,Some college,-0.8949579831932770,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,AI,Negative,Reliability,1.5
105688,18.964285714285700,Female,Some college,-0.8949579831932770,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,AI,Negative,Personalization,1.5
105688,18.964285714285700,Female,Some college,-0.7731092436974790,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Astrology,Negative,Validity,1.0
105688,18.964285714285700,Female,Some college,-0.7731092436974790,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Astrology,Negative,Usefulness,1.0
105688,18.964285714285700,Female,Some college,-0.7731092436974790,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Astrology,Negative,Reliability,1.0
105688,18.964285714285700,Female,Some college,-0.7731092436974790,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Astrology,Negative,Personalization,1.0
105688,18.964285714285700,Female,Some college,-1.2184873949579800,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Personality,Negative,Validity,1.0
105688,18.964285714285700,Female,Some college,-1.2184873949579800,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Personality,Negative,Usefulness,1.0
105688,18.964285714285700,Female,Some college,-1.2184873949579800,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Personality,Negative,Reliability,1.0
105688,18.964285714285700,Female,Some college,-1.2184873949579800,-1.176470588235290,-2.1525381515418800,-3.7941176470588200,2.7289915966386600,1.2478991596638700,-1.8193277310924400,1.71218487394958,-3.1449579831932800,-0.6806722689075620,-8.600840336134450,Personality,Negative,Personalization,1.0
108680,-10.035714285714300,Female,Bachelor,0.10504201680672300,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,AI,Negative,Validity,4.5
108680,-10.035714285714300,Female,Bachelor,0.10504201680672300,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,AI,Negative,Usefulness,1.5
108680,-10.035714285714300,Female,Bachelor,0.10504201680672300,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,AI,Negative,Reliability,2.0
108680,-10.035714285714300,Female,Bachelor,0.10504201680672300,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,AI,Negative,Personalization,4.0
108680,-10.035714285714300,Female,Bachelor,-0.7731092436974790,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Astrology,Negative,Validity,1.0
108680,-10.035714285714300,Female,Bachelor,-0.7731092436974790,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Astrology,Negative,Usefulness,1.0
108680,-10.035714285714300,Female,Bachelor,-0.7731092436974790,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Astrology,Negative,Reliability,1.0
108680,-10.035714285714300,Female,Bachelor,-0.7731092436974790,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Astrology,Negative,Personalization,1.0
108680,-10.035714285714300,Female,Bachelor,-1.2184873949579800,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Personality,Negative,Validity,4.5
108680,-10.035714285714300,Female,Bachelor,-1.2184873949579800,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Personality,Negative,Usefulness,1.5
108680,-10.035714285714300,Female,Bachelor,-1.2184873949579800,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Personality,Negative,Reliability,1.0
108680,-10.035714285714300,Female,Bachelor,-1.2184873949579800,1.823529411764710,0.9757361145282950,5.2058823529411800,-1.2710084033613400,-1.7521008403361300,1.6806722689075600,0.71218487394958,-1.6449579831932800,-3.6806722689075600,1.3991596638655500,Personality,Negative,Personalization,3.5
109539,2.9642857142857200,Female,High school,-1.8949579831932800,-1.176470588235290,-0.6621821133824590,-18.794117647058800,-1.2710084033613400,-1.2521008403361300,-1.8193277310924400,0.71218487394958,0.8550420168067220,2.3193277310924400,-6.600840336134450,AI,Positive,Validity,5.5
109539,2.9642857142857200,Female,High school,-1.8949579831932800,-1.176470588235290,-0.6621821133824590,-18.794117647058800,-1.2710084033613400,-1.2521008403361300,-1.8193277310924400,0.71218487394958,0.8550420168067220,2.3193277310924400,-6.600840336134450,AI,Positive,Usefulness,1.5
109539,2.9642857142857200,Female,High school,-1.8949579831932800,-1.176470588235290,-0.6621821133824590,-18.794117647058800,-1.2710084033613400,-1.2521008403361300,-1.8193277310924400,0.71218487394958,0.8550420168067220,2.3193277310924400,-6.600840336134450,AI,Positive,Reliability,2.0
